month,trend,seasonal,residual
2019-07-01,501.04166666666663,1.3887742852499247,1.0433526199115428
2019-08-01,511.58333333333337,1.0719589181597384,0.9336313621185118
2019-09-01,516.9166666666667,0.8286577286830448,0.9898517066523794
2019-10-01,522.2083333333334,0.6309232649955746,1.0471255462608042
2019-11-01,533.625,0.8133233957114252,0.9101179137174261
2019-12-01,555.9583333333333,0.4259916114734058,1.2160437396756862
2020-01-01,578.5833333333334,0.8069100798074671,0.9874380663651307
2020-02-01,596.9999999999999,0.8081411152618067,1.0135550115174865
2020-03-01,614.9166666666666,1.0365054827184401,0.8284113768022824
2020-04-01,626.875,1.2789198502856745,0.9541950441837761
2020-05-01,646.7083333333333,1.401437541116941,0.9775782212462519
2020-06-01,666.9166666666666,1.5084567265365592,1.026823725247392
