month,trend,seasonal,residual
2017-01-01,,0.6506999944164595,
2017-02-01,,0.6590732597681335,
2017-03-01,,1.052998535642497,
2017-04-01,,1.3875002649113832,
2017-05-01,,1.5164614452631247,
2017-06-01,,2.069319056672083,
2017-07-01,4392.541666666666,1.340911559525279,0.8626471074341634
2017-08-01,4452.958333333333,1.3496380835731248,1.4734065955330375
2017-09-01,4525.083333333333,0.6167332438968913,0.8495865209638355
2017-10-01,4640.25,0.4620358500994979,0.8125144564572322
2017-11-01,4786.916666666667,0.6136952367738515,0.9306575193528888
2017-12-01,4862.791666666666,0.2809334694576738,0.7956835832130617
2018-01-01,4987.5,0.6506999944164595,1.0491882169593947
2018-02-01,4981.916666666666,0.6590732597681335,0.975498909686708
2018-03-01,4889.499999999999,1.052998535642497,0.9647214664178164
2018-04-01,4948.958333333333,1.3875002649113832,0.9782018418261569
2018-05-01,4995.208333333332,1.5164614452631247,1.0821063759096963
2018-06-01,5020.416666666665,2.069319056672083,0.9702715832183002
2018-07-01,5028.166666666667,1.340911559525279,1.1721472759699056
2018-08-01,5048.166666666667,1.3496380835731248,0.8658195479574202
2018-09-01,5105.208333333334,0.6167332438968913,0.9874381302889139
2018-10-01,5171.0,0.4620358500994979,1.017500770123927
2018-11-01,5212.291666666666,0.6136952367738515,0.9863201402756181
2018-12-01,5123.624999999998,0.2809334694576738,0.8830081902320649
2019-01-01,5003.874999999999,0.6506999944164595,1.0463690330280984
2019-02-01,5014.583333333333,0.6590732597681335,1.1137745064294264
2019-03-01,5065.208333333333,1.052998535642497,1.098308355117679
2019-04-01,5089.333333333332,1.3875002649113832,1.0486512807121662
2019-05-01,5082.916666666667,1.5164614452631247,1.1027436430579955
2019-06-01,5089.833333333333,2.069319056672083,0.7262290915943606
2019-07-01,5127.125,1.340911559525279,1.0850875662902826
2019-08-01,5139.375,1.3496380835731248,0.9513722864789421
2019-09-01,5098.833333333333,0.6167332438968913,1.1524444845250337
2019-10-01,5023.416666666666,0.4620358500994979,1.0749683393877596
2019-11-01,4996.958333333333,0.6136952367738515,0.9577352361424656
2019-12-01,5268.583333333332,0.2809334694576738,1.118151528405204
2020-01-01,5507.999999999999,0.6506999944164595,1.093175014812733
2020-02-01,5463.291666666667,0.6590732597681335,0.9620326355693397
2020-03-01,5443.666666666666,1.052998535642497,0.8900638509357888
2020-04-01,5488.25,1.3875002649113832,0.8340174779514891
2020-05-01,5595.000000000001,1.5164614452631247,1.0511984209390874
2020-06-01,5695.791666666667,2.069319056672083,1.1665129349472327
2020-07-01,5721.291666666667,1.340911559525279,0.9262558847008043
2020-08-01,5766.375,1.3496380835731248,0.7555394044257558
2020-09-01,5941.541666666667,0.6167332438968913,1.0566686986173734
2020-10-01,6291.083333333334,0.4620358500994979,1.1411542684262377
2020-11-01,6505.791666666666,0.6136952367738515,1.171424938624184
2020-12-01,6650.166666666666,0.2809334694576738,1.2492945325448264
2021-01-01,6902.5,0.6506999944164595,0.8574055695949301
2021-02-01,7035.583333333333,0.6590732597681335,0.9948317827096822
2021-03-01,7087.041666666666,1.052998535642497,1.0930441619238724
2021-04-01,7105.249999999999,1.3875002649113832,1.1852672339053434
2021-05-01,7112.916666666666,1.5164614452631247,0.8100893944883778
2021-06-01,7105.041666666666,2.069319056672083,1.1831242246352633
2021-07-01,,1.340911559525279,
2021-08-01,,1.3496380835731248,
2021-09-01,,0.6167332438968913,
2021-10-01,,0.4620358500994979,
2021-11-01,,0.6136952367738515,
2021-12-01,,0.2809334694576738,
