month,trend,seasonal,residual
2012-01-01,,0.6314420997668828,
2012-02-01,,0.6426108918626222,
2012-03-01,,1.0232094114907586,
2012-04-01,,1.4939333938169133,
2012-05-01,,1.590058905450544,
2012-06-01,,1.663966159137626,
2012-07-01,1290.6666666666665,1.5718262435721664,1.8558648701580134
2012-08-01,1296.7500000000002,1.3532918315038558,0.7202766846000465
2012-09-01,1283.8750000000002,0.6834845300600212,1.0951458360140622
2012-10-01,1304.0833333333333,0.4947583300244586,1.035328103783241
2012-11-01,1375.6666666666665,0.5679591401216539,0.636101004761204
2012-12-01,1421.7083333333335,0.2834590631924958,1.5186250718591856
2013-01-01,1362.2916666666665,0.6314420997668828,0.9334948177122224
2013-02-01,1343.25,0.6426108918626222,1.0936215582133597
2013-03-01,1397.25,1.0232094114907586,0.8652289758694688
2013-04-01,1398.6249999999998,1.4939333938169133,1.1065099097371942
2013-05-01,1412.0833333333333,1.590058905450544,1.085825810098256
2013-06-01,1414.7499999999998,1.663966159137626,0.7497569798768104
2013-07-01,1430.7083333333333,1.5718262435721664,0.8573366452477048
2013-08-01,1456.75,1.3532918315038558,1.3411734998123706
2013-09-01,1566.75,0.6834845300600212,0.8189760486026421
2013-10-01,1686.2083333333333,0.4947583300244586,0.9409473218756776
2013-11-01,1754.083333333333,0.5679591401216539,0.7056478293752598
2013-12-01,1842.2083333333333,0.2834590631924958,0.90005441779783
2014-01-01,1975.1249999999998,0.6314420997668828,1.0648046890604939
2014-02-01,2078.458333333333,0.6426108918626222,0.7816477708814115
2014-03-01,2152.625,1.0232094114907586,1.7148023853065657
2014-04-01,2258.5416666666665,1.4939333938169133,0.7821319876568448
2014-05-01,2331.1666666666665,1.590058905450544,1.0089858231317617
2014-06-01,2370.9166666666665,1.663966159137626,0.653464702639512
2014-07-01,2373.0833333333335,1.5718262435721664,1.1541323942961303
2014-08-01,2378.333333333333,1.3532918315038558,0.8534822162335858
2014-09-01,2334.2916666666665,0.6834845300600212,1.6008000311524486
2014-10-01,2399.7916666666665,0.4947583300244586,1.3896879390921169
2014-11-01,2487.9583333333335,0.5679591401216539,1.1188495051440337
2014-12-01,2589.583333333333,0.2834590631924958,0.7438277969174141
2015-01-01,2749.8333333333335,0.6314420997668828,0.75099610619995
2015-02-01,2859.7083333333335,0.6426108918626222,0.6497323692199114
2015-03-01,2904.4166666666665,1.0232094114907586,0.864788044483602
2015-04-01,2855.458333333333,1.4939333938169133,1.2700825179267745
2015-05-01,2835.166666666666,1.590058905450544,0.682551913514265
2015-06-01,2836.5416666666665,1.663966159137626,1.2034129446247974
2015-07-01,2871.4999999999995,1.5718262435721664,1.1186443011622744
2015-08-01,2942.208333333333,1.3532918315038558,1.1653411945079803
2015-09-01,2976.4166666666665,0.6834845300600212,0.8523670958431501
2015-10-01,3089.7916666666665,0.4947583300244586,0.8471249166741536
2015-11-01,3407.9583333333335,0.5679591401216539,0.7486123994240134
2015-12-01,3651.583333333333,0.2834590631924958,0.6869071501476789
2016-01-01,3693.958333333333,0.6314420997668828,0.848009584535826
2016-02-01,3660.7083333333335,0.6426108918626222,0.9424373358946543
2016-03-01,3637.916666666666,1.0232094114907586,0.6361571685636305
2016-04-01,3644.791666666666,1.4939333938169133,1.531842718814262
2016-05-01,3674.4999999999995,1.590058905450544,1.3332942078340826
2016-06-01,3710.4166666666665,1.663966159137626,1.1036591229305204
2016-07-01,3751.833333333333,1.5718262435721664,0.8363248373696016
2016-08-01,3791.9583333333326,1.3532918315038558,0.7714903261578605
2016-09-01,3836.458333333333,0.6834845300600212,0.7123898069686465
2016-10-01,3728.8333333333326,0.4947583300244586,0.7187493035149639
2016-11-01,3482.9583333333326,0.5679591401216539,1.07725390655908
2016-12-01,3511.8333333333335,0.2834590631924958,0.8950627014571568
2017-01-01,3646.875,0.6314420997668828,1.2124420836567569
2017-02-01,3857.083333333333,0.6426108918626222,0.9545696804783129
2017-03-01,4082.041666666666,1.0232094114907586,0.7869692164371221
2017-04-01,4120.333333333333,1.4939333938169133,0.7861257738831676
2017-05-01,4162.791666666666,1.590058905450544,0.8144631540659449
2017-06-01,4196.083333333333,1.663966159137626,1.4187625932523573
2017-07-01,4212.791666666666,1.5718262435721664,0.767316746452711
2017-08-01,4256.208333333333,1.3532918315038558,1.537355222125232
2017-09-01,4348.333333333333,0.6834845300600212,0.7977742898445188
2017-10-01,4440.875,0.4947583300244586,0.7928417048362547
2017-11-01,4593.041666666666,0.5679591401216539,1.0480476584419678
2017-12-01,4716.958333333333,0.2834590631924958,0.8129749362134732
2018-01-01,4841.541666666666,0.6314420997668828,0.9803237746154275
2018-02-01,4835.916666666667,0.6426108918626222,1.0306947121114653
2018-03-01,4743.499999999999,1.0232094114907586,0.9603193325152144
2018-04-01,4802.958333333333,1.4939333938169133,0.7924407514937334
2018-05-01,4849.208333333332,1.590058905450544,1.0629623775160741
2018-06-01,4874.416666666665,1.663966159137626,1.2421610730228902
2018-07-01,4882.250000000001,1.5718262435721664,1.0297041798787099
2018-08-01,4902.250000000001,1.3532918315038558,0.8891836748083893
2018-09-01,4945.208333333333,0.6834845300600212,0.9198297258026592
2018-10-01,4964.083333333334,0.4947583300244586,0.9898121497364014
2018-11-01,4971.958333333333,0.5679591401216539,1.117261388260224
2018-12-01,4824.458333333333,0.2834590631924958,0.9294085065786669
2019-01-01,4553.291666666666,0.6314420997668828,1.0437752411788415
2019-02-01,4433.458333333333,0.6426108918626222,1.2913354523121514
2019-03-01,4446.375,1.0232094114907586,1.1464812829775497
